@relation datos_simplificados

@attribute blueWins {FALSE,TRUE}
@attribute blueFirstBlood {TRUE,FALSE}
@attribute blueKills numeric
@attribute blueDeaths numeric
@attribute blueAssists numeric
@attribute blueDragons {FALSE,TRUE}
@attribute blueHeralds {FALSE,TRUE}
@attribute blueTowersDestroyed numeric
@attribute blueAvgLevel numeric
@attribute blueTotalMinionsKilled numeric
@attribute blueGoldDiff numeric
@attribute blueExperienceDiff numeric
@attribute redFirstBlood {FALSE,TRUE}
@attribute redKills numeric
@attribute redDeaths numeric
@attribute redAssists numeric
@attribute redDragons {FALSE,TRUE}
@attribute redHeralds numeric
@attribute redTowersDestroyed numeric
@attribute redAvgLevel numeric
@attribute redTotalMinionsKilled numeric
@attribute redGoldDiff numeric
@attribute redExperienceDiff numeric

@data
FALSE,FALSE,5,5,6,TRUE,FALSE,0,6.6,186,-2130,-2032,TRUE,5,5,3,FALSE,0,0,7.2,259,2130,2032
FALSE,TRUE,10,10,17,TRUE,FALSE,0,7.2,213,987,642,FALSE,10,10,8,FALSE,0,0,7.2,206,-987,-642
TRUE,FALSE,2,2,1,FALSE,FALSE,0,6.8,253,1344,1195,TRUE,2,2,1,FALSE,0,0,6.8,236,-1344,-1195
TRUE,FALSE,6,5,6,TRUE,FALSE,0,7,238,568,1096,TRUE,5,6,6,FALSE,0,0,7,231,-568,-1096
FALSE,FALSE,10,5,12,FALSE,TRUE,0,7.2,200,2621,2001,TRUE,5,10,5,TRUE,0,0,6.8,206,-2621,-2001
FALSE,FALSE,6,8,5,FALSE,FALSE,0,7,233,-403,-575,TRUE,8,6,5,TRUE,0,0,7.2,225,403,575
TRUE,TRUE,13,4,14,TRUE,FALSE,0,6.8,187,3593,727,FALSE,4,13,6,FALSE,0,0,6.8,209,-3593,-727
TRUE,TRUE,6,3,8,TRUE,FALSE,1,7,235,3400,2400,FALSE,3,6,3,FALSE,1,0,6.6,209,-3400,-2400
FALSE,FALSE,6,5,8,TRUE,FALSE,1,6.8,217,1019,37,TRUE,5,6,4,FALSE,0,0,6.8,206,-1019,-37
TRUE,FALSE,7,6,4,FALSE,FALSE,0,7.2,237,1496,1352,TRUE,6,7,4,TRUE,0,0,7,214,-1496,-1352
FALSE,FALSE,4,9,6,FALSE,FALSE,0,6.6,181,-3921,-3284,TRUE,9,4,12,TRUE,0,0,7,242,3921,3284
TRUE,TRUE,6,3,4,FALSE,FALSE,0,6.6,224,675,377,FALSE,3,6,4,TRUE,0,0,7,220,-675,-377
FALSE,TRUE,6,9,8,FALSE,FALSE,0,7,226,-702,-2110,FALSE,9,6,5,TRUE,1,0,7.6,208,702,2110
TRUE,TRUE,4,5,5,FALSE,FALSE,0,6.8,218,-1286,-1695,FALSE,5,4,5,TRUE,0,0,7.2,244,1286,1695
FALSE,FALSE,5,4,5,FALSE,FALSE,0,6.8,215,-174,-503,TRUE,4,5,4,TRUE,0,0,7,229,174,503
TRUE,TRUE,10,5,10,FALSE,FALSE,0,7,214,2301,603,FALSE,5,10,5,FALSE,0,0,6.8,203,-2301,-603
FALSE,TRUE,10,6,4,FALSE,FALSE,0,7.4,236,2504,2361,FALSE,6,10,7,FALSE,0,0,7,191,-2504,-2361
TRUE,FALSE,5,7,9,FALSE,FALSE,0,7,215,-1341,445,TRUE,7,5,6,TRUE,0,0,7,237,1341,-445
FALSE,FALSE,5,9,3,TRUE,FALSE,0,6.6,229,-2174,-325,TRUE,9,5,11,FALSE,0,0,7,221,2174,325
FALSE,TRUE,10,10,14,TRUE,FALSE,0,7.2,222,1804,820,FALSE,10,10,10,FALSE,0,0,7,211,-1804,-820
FALSE,TRUE,7,4,6,FALSE,FALSE,0,6.8,201,68,-369,FALSE,4,7,7,TRUE,0,0,7,213,-68,369
TRUE,TRUE,11,6,12,FALSE,FALSE,0,6.8,207,1775,-5,FALSE,6,11,3,FALSE,0,0,6.8,208,-1775,5
FALSE,FALSE,7,5,10,FALSE,FALSE,0,7.4,246,424,1050,TRUE,5,7,4,TRUE,0,0,7.2,245,-424,-1050
FALSE,FALSE,4,11,5,FALSE,TRUE,0,6.8,213,-2585,204,TRUE,11,4,12,TRUE,0,0,6.8,209,2585,-204
TRUE,FALSE,13,12,17,TRUE,FALSE,0,7.4,215,1610,2488,TRUE,12,13,13,FALSE,0,0,6.8,212,-1610,-2488
FALSE,FALSE,5,3,5,FALSE,TRUE,0,7,205,904,195,TRUE,3,5,3,TRUE,0,0,6.8,216,-904,-195
TRUE,TRUE,4,9,4,FALSE,TRUE,0,7,237,-855,227,FALSE,9,4,10,TRUE,0,0,7,211,855,-227
TRUE,FALSE,7,3,7,FALSE,FALSE,0,7,231,1991,1977,TRUE,3,7,3,TRUE,0,0,6.4,223,-1991,-1977
FALSE,FALSE,6,10,9,FALSE,FALSE,0,6.8,188,-2893,-2027,TRUE,10,6,15,TRUE,1,0,7.2,236,2893,2027
FALSE,FALSE,5,8,4,FALSE,FALSE,0,7,233,-2274,-2172,TRUE,8,5,10,TRUE,0,0,7.4,240,2274,2172
TRUE,FALSE,7,8,6,TRUE,FALSE,0,7,221,-154,-612,TRUE,8,7,4,FALSE,1,0,7,225,154,612
FALSE,FALSE,5,9,4,FALSE,FALSE,0,6.8,194,-1630,-130,TRUE,9,5,12,TRUE,0,0,7,216,1630,130
FALSE,FALSE,1,9,2,FALSE,FALSE,0,6.2,199,-6878,-4956,TRUE,9,1,9,TRUE,1,1,7.4,275,6878,4956
TRUE,TRUE,8,7,7,TRUE,FALSE,0,7.2,224,1177,763,FALSE,7,8,7,FALSE,0,0,7.2,183,-1177,-763
TRUE,FALSE,3,2,1,FALSE,FALSE,0,7,231,919,1527,TRUE,2,3,2,TRUE,0,0,7,230,-919,-1527
TRUE,TRUE,8,6,7,FALSE,FALSE,0,7,239,2077,1804,FALSE,6,8,12,TRUE,0,0,6.8,196,-2077,-1804
FALSE,FALSE,1,6,0,FALSE,FALSE,0,6.8,209,-2973,-1940,TRUE,6,1,13,TRUE,0,0,7,222,2973,1940
FALSE,TRUE,10,16,10,FALSE,TRUE,0,6.6,199,-3228,-2075,FALSE,16,10,13,TRUE,0,0,7.2,237,3228,2075
TRUE,TRUE,9,10,16,TRUE,FALSE,0,6.8,203,-999,-1466,FALSE,10,9,13,FALSE,1,0,7.2,212,999,1466
FALSE,FALSE,2,13,0,FALSE,FALSE,0,6.2,163,-6395,-4800,TRUE,13,2,20,TRUE,1,0,7.2,239,6395,4800
TRUE,TRUE,14,4,15,FALSE,FALSE,0,7,220,5853,3870,FALSE,4,14,6,FALSE,0,0,6.2,179,-5853,-3870
FALSE,FALSE,3,11,2,FALSE,FALSE,0,6.4,158,-5141,-4745,TRUE,11,3,12,TRUE,0,1,7.4,241,5141,4745
TRUE,TRUE,9,3,9,FALSE,FALSE,0,6.6,213,2318,1656,FALSE,3,9,3,FALSE,0,0,6.6,220,-2318,-1656
TRUE,TRUE,12,5,6,FALSE,FALSE,0,7.6,240,3595,2595,FALSE,5,12,3,TRUE,0,0,6.8,217,-3595,-2595
FALSE,FALSE,2,10,2,FALSE,FALSE,0,6.6,191,-6604,-2014,TRUE,10,2,6,TRUE,1,2,7.2,236,6604,2014
FALSE,FALSE,4,6,5,FALSE,FALSE,0,7.2,261,-530,-123,TRUE,6,4,8,TRUE,0,0,7,227,530,123
TRUE,TRUE,8,13,5,FALSE,FALSE,0,6.8,198,-796,-594,FALSE,13,8,12,FALSE,0,0,7.2,194,796,594
TRUE,TRUE,12,6,17,TRUE,TRUE,1,7,203,3439,913,FALSE,6,12,8,FALSE,0,0,6.8,209,-3439,-913
FALSE,TRUE,4,1,4,TRUE,FALSE,0,7.2,232,1423,1022,FALSE,1,4,1,FALSE,1,0,7,242,-1423,-1022
FALSE,TRUE,2,8,3,TRUE,FALSE,0,6.4,202,-3952,-2015,FALSE,8,2,8,FALSE,0,0,7,228,3952,2015
TRUE,TRUE,3,3,3,TRUE,TRUE,0,7.2,245,-884,-471,FALSE,3,3,2,FALSE,0,0,7.2,227,884,471
FALSE,TRUE,4,0,3,FALSE,TRUE,0,7,272,2655,1326,FALSE,0,4,0,TRUE,0,0,6.8,218,-2655,-1326
FALSE,FALSE,2,7,3,TRUE,FALSE,0,6.6,225,-2031,-1121,TRUE,7,2,6,FALSE,0,0,7,223,2031,1121
TRUE,TRUE,7,2,7,FALSE,TRUE,0,7.4,248,2893,3588,FALSE,2,7,4,TRUE,0,0,6.6,218,-2893,-3588
TRUE,TRUE,2,4,3,FALSE,FALSE,0,7.2,236,-976,-1408,FALSE,4,2,4,FALSE,1,0,7.2,215,976,1408
TRUE,TRUE,12,7,13,FALSE,FALSE,0,7.2,176,2182,1012,FALSE,7,12,4,FALSE,0,0,6.8,210,-2182,-1012
FALSE,FALSE,3,5,5,FALSE,FALSE,0,6.8,203,-1968,-2932,TRUE,5,3,6,TRUE,0,0,7.2,238,1968,2932
TRUE,FALSE,7,9,6,FALSE,FALSE,0,7,231,-1806,123,TRUE,9,7,13,TRUE,0,1,7,204,1806,-123
FALSE,FALSE,7,16,11,FALSE,FALSE,0,6.4,177,-5941,-4097,TRUE,16,7,18,TRUE,1,2,7.2,241,5941,4097
TRUE,FALSE,3,5,2,FALSE,FALSE,0,6.6,219,-2105,-1815,TRUE,5,3,4,FALSE,0,0,7,261,2105,1815
TRUE,FALSE,7,5,6,FALSE,FALSE,0,7.4,224,993,593,TRUE,5,7,11,FALSE,0,0,7.4,209,-993,-593
TRUE,TRUE,6,8,5,FALSE,FALSE,0,6.8,231,-809,10,FALSE,8,6,8,FALSE,0,0,6.6,216,809,-10
FALSE,TRUE,7,11,5,FALSE,FALSE,0,6.8,195,-1903,-1398,FALSE,11,7,10,TRUE,0,0,7.2,214,1903,1398
FALSE,FALSE,2,5,2,FALSE,FALSE,0,6.6,216,-2325,-2078,TRUE,5,2,9,TRUE,0,0,6.8,235,2325,2078
TRUE,TRUE,6,4,4,TRUE,TRUE,0,7.2,214,-100,-1205,FALSE,4,6,2,FALSE,0,0,7.6,234,100,1205
FALSE,FALSE,4,11,2,TRUE,FALSE,0,6.6,183,-4396,-2703,TRUE,11,4,16,FALSE,0,0,7.2,245,4396,2703
FALSE,FALSE,3,8,6,FALSE,FALSE,0,6.4,169,-3525,-3278,TRUE,8,3,15,TRUE,1,0,7,202,3525,3278
FALSE,FALSE,1,6,2,FALSE,FALSE,0,6.6,220,-3728,-3076,TRUE,6,1,4,FALSE,0,0,7.4,220,3728,3076
FALSE,TRUE,8,8,13,FALSE,FALSE,0,7,191,1256,301,FALSE,8,8,7,FALSE,0,0,7,193,-1256,-301
TRUE,TRUE,9,4,14,TRUE,FALSE,0,7,228,3082,3200,FALSE,4,9,4,FALSE,1,0,6.2,168,-3082,-3200
FALSE,FALSE,6,6,6,FALSE,FALSE,0,7,240,197,1241,TRUE,6,6,10,FALSE,0,0,6.6,205,-197,-1241
FALSE,FALSE,4,5,3,FALSE,TRUE,0,7,222,482,914,TRUE,5,4,4,TRUE,0,0,7,199,-482,-914
FALSE,FALSE,6,5,7,FALSE,FALSE,0,7,220,1019,327,TRUE,5,6,7,TRUE,0,0,7,233,-1019,-327
TRUE,TRUE,8,7,6,TRUE,TRUE,0,7,215,817,266,FALSE,7,8,7,FALSE,0,0,7.2,218,-817,-266
TRUE,TRUE,6,4,4,TRUE,TRUE,0,7.2,195,499,2441,FALSE,4,6,4,FALSE,0,0,6.6,210,-499,-2441
TRUE,TRUE,3,3,4,FALSE,FALSE,0,7,215,-923,-1234,FALSE,3,3,5,TRUE,0,0,7.4,232,923,1234
TRUE,FALSE,5,8,6,TRUE,FALSE,0,7,211,-531,241,TRUE,8,5,4,FALSE,1,0,6.8,205,531,-241
FALSE,FALSE,4,3,4,FALSE,FALSE,0,7,252,1033,372,TRUE,3,4,3,FALSE,0,0,7,231,-1033,-372
TRUE,FALSE,7,8,9,FALSE,FALSE,0,6.4,169,-2336,-1468,TRUE,8,7,9,FALSE,1,2,7,211,2336,1468
TRUE,TRUE,10,12,11,FALSE,TRUE,0,6.8,203,-1253,-1627,FALSE,12,10,15,TRUE,0,0,7.2,235,1253,1627
TRUE,FALSE,7,4,6,TRUE,FALSE,0,7,240,2851,1313,TRUE,4,7,4,FALSE,0,0,6.8,198,-2851,-1313
TRUE,TRUE,12,3,16,TRUE,FALSE,0,7.2,254,5349,4131,FALSE,3,12,3,FALSE,0,0,6.6,190,-5349,-4131
FALSE,FALSE,4,5,5,FALSE,FALSE,0,6.6,186,-1670,-540,TRUE,5,4,1,TRUE,1,0,7,233,1670,540
FALSE,FALSE,9,8,8,FALSE,FALSE,0,6.8,216,225,787,TRUE,8,9,14,FALSE,0,0,6.6,206,-225,-787
TRUE,TRUE,9,5,10,TRUE,FALSE,0,6.8,197,459,-1147,FALSE,5,9,3,FALSE,1,0,6.8,235,-459,1147
TRUE,TRUE,3,6,5,FALSE,FALSE,0,6.8,198,-2127,-1619,FALSE,6,3,10,TRUE,0,0,7,233,2127,1619
TRUE,TRUE,7,5,5,FALSE,FALSE,0,7.4,203,575,706,FALSE,5,7,7,TRUE,0,0,7,214,-575,-706
FALSE,TRUE,4,5,7,FALSE,FALSE,0,7.2,248,-329,-230,FALSE,5,4,5,FALSE,0,0,7.2,272,329,230
TRUE,FALSE,4,6,4,TRUE,FALSE,0,6.8,204,-2375,-293,TRUE,6,4,4,FALSE,0,1,7,236,2375,293
TRUE,FALSE,5,10,4,FALSE,FALSE,0,6.4,206,-2623,-2312,TRUE,10,5,16,FALSE,1,0,7,226,2623,2312
TRUE,TRUE,9,8,12,FALSE,FALSE,0,6.6,212,217,434,FALSE,8,9,9,FALSE,1,0,6.4,173,-217,-434
FALSE,FALSE,5,13,5,FALSE,FALSE,0,6.2,172,-4160,-6073,TRUE,13,5,10,TRUE,0,0,7.4,231,4160,6073
FALSE,FALSE,5,5,1,TRUE,FALSE,1,6.4,179,-498,-1785,TRUE,5,5,4,FALSE,0,0,6.8,196,498,1785
FALSE,FALSE,1,9,1,FALSE,FALSE,0,6.6,188,-4500,-2980,TRUE,9,1,11,TRUE,0,0,7.2,215,4500,2980
FALSE,TRUE,6,4,11,FALSE,FALSE,0,6.8,215,-43,-1154,FALSE,4,6,4,FALSE,0,0,7.2,226,43,1154
TRUE,TRUE,3,3,2,TRUE,TRUE,0,7,225,-643,-1199,FALSE,3,3,5,FALSE,0,0,7.2,256,643,1199
TRUE,TRUE,6,5,5,FALSE,FALSE,0,7,198,1206,968,FALSE,5,6,5,FALSE,0,0,6.6,192,-1206,-968
FALSE,TRUE,5,12,5,TRUE,TRUE,0,6.6,212,-3529,-1509,FALSE,12,5,15,FALSE,0,1,7.4,214,3529,1509
FALSE,FALSE,3,6,3,FALSE,FALSE,0,6.8,201,-1123,-976,TRUE,6,3,6,TRUE,0,0,6.8,232,1123,976
FALSE,TRUE,8,7,12,TRUE,FALSE,0,7,190,1096,120,FALSE,7,8,4,FALSE,0,0,6.8,196,-1096,-120
FALSE,FALSE,8,13,12,FALSE,FALSE,0,6.6,165,-5219,-3480,TRUE,13,8,15,FALSE,0,1,7.4,263,5219,3480
FALSE,FALSE,5,11,3,TRUE,FALSE,0,6.2,209,-3527,-1901,TRUE,11,5,12,FALSE,0,0,7,230,3527,1901
FALSE,TRUE,9,6,17,FALSE,FALSE,0,6.8,209,1936,1447,FALSE,6,9,5,FALSE,0,0,6.4,197,-1936,-1447
FALSE,FALSE,4,7,6,FALSE,FALSE,0,7,194,-1729,-1258,TRUE,7,4,8,TRUE,0,0,7,226,1729,1258
TRUE,TRUE,4,6,5,FALSE,FALSE,0,6.8,227,-797,-843,FALSE,6,4,7,FALSE,0,0,7,241,797,843
FALSE,FALSE,3,5,4,FALSE,FALSE,0,7,214,-764,-1142,TRUE,5,3,1,TRUE,0,0,7,248,764,1142
FALSE,TRUE,5,9,7,FALSE,FALSE,0,6.6,188,-2484,-3235,FALSE,9,5,5,TRUE,0,0,7.2,235,2484,3235
FALSE,FALSE,2,8,0,FALSE,TRUE,0,6.8,219,-2269,-1078,TRUE,8,2,7,TRUE,0,0,7.2,223,2269,1078
FALSE,FALSE,3,7,5,FALSE,FALSE,0,6.2,191,-1753,-3324,TRUE,7,3,4,FALSE,0,0,7,210,1753,3324
FALSE,FALSE,7,7,8,FALSE,FALSE,0,6.8,193,-1122,-926,TRUE,7,7,6,TRUE,1,1,7.2,234,1122,926
FALSE,TRUE,6,6,6,FALSE,FALSE,0,6.8,211,428,-558,FALSE,6,6,6,TRUE,1,0,7,216,-428,558
FALSE,FALSE,5,7,7,FALSE,FALSE,0,6.4,208,-945,-2334,TRUE,7,5,5,FALSE,0,0,7,234,945,2334
FALSE,TRUE,7,4,4,FALSE,FALSE,0,7,231,-17,-355,FALSE,4,7,4,TRUE,0,0,7.2,220,17,355
FALSE,TRUE,3,6,3,TRUE,TRUE,0,6.8,234,-1286,-995,FALSE,6,3,6,FALSE,0,0,7,214,1286,995
TRUE,TRUE,5,9,8,FALSE,FALSE,0,6.6,196,-2614,-1880,FALSE,9,5,16,TRUE,0,0,6.8,214,2614,1880
TRUE,TRUE,2,3,0,FALSE,TRUE,1,6.8,247,2231,223,FALSE,3,2,3,TRUE,0,0,6.8,190,-2231,-223
FALSE,TRUE,8,2,8,FALSE,TRUE,0,7,207,3060,1838,FALSE,2,8,3,FALSE,0,0,6.6,221,-3060,-1838
TRUE,TRUE,6,6,9,FALSE,FALSE,0,7,201,311,-50,FALSE,6,6,5,FALSE,0,0,7.2,216,-311,50
TRUE,TRUE,4,1,7,TRUE,TRUE,0,7.4,264,2850,1646,FALSE,1,4,0,FALSE,0,0,6.8,248,-2850,-1646
TRUE,TRUE,9,4,6,TRUE,FALSE,0,7.4,231,3195,1370,FALSE,4,9,1,FALSE,0,0,7.2,223,-3195,-1370
FALSE,TRUE,8,6,10,FALSE,FALSE,0,7,202,1363,-147,FALSE,6,8,2,FALSE,1,0,7,218,-1363,147
FALSE,FALSE,8,6,7,FALSE,FALSE,0,7.2,192,1025,-199,TRUE,6,8,4,TRUE,0,0,6.8,187,-1025,199
FALSE,TRUE,8,7,11,FALSE,TRUE,1,7,245,2544,-21,FALSE,7,8,10,TRUE,0,0,7,209,-2544,21
FALSE,FALSE,2,10,2,FALSE,FALSE,0,6,150,-6373,-5156,TRUE,10,2,9,TRUE,1,1,7.2,242,6373,5156
TRUE,TRUE,4,5,5,FALSE,FALSE,0,6.6,213,-2268,-2502,FALSE,5,4,5,TRUE,0,0,7.2,254,2268,2502
FALSE,TRUE,3,7,2,FALSE,FALSE,0,7,214,-44,-357,FALSE,7,3,5,TRUE,0,0,7,220,44,357
FALSE,TRUE,8,7,11,FALSE,FALSE,0,6.4,196,357,-26,FALSE,7,8,7,FALSE,0,0,6.2,186,-357,26
TRUE,FALSE,3,3,1,FALSE,FALSE,0,7,232,236,-37,TRUE,3,3,5,TRUE,0,0,6.8,217,-236,37
TRUE,TRUE,5,1,6,TRUE,FALSE,0,7.2,239,2973,1440,FALSE,1,5,2,FALSE,0,0,6.8,239,-2973,-1440
TRUE,TRUE,7,1,4,TRUE,FALSE,0,7.2,234,2977,3051,FALSE,1,7,1,FALSE,0,0,6.6,211,-2977,-3051
FALSE,FALSE,9,8,11,FALSE,TRUE,0,7.2,180,-423,-1210,TRUE,8,9,11,TRUE,0,0,7.2,221,423,1210
FALSE,TRUE,4,5,5,FALSE,FALSE,0,6.8,231,-1077,-2560,FALSE,5,4,1,FALSE,0,0,7.4,249,1077,2560
TRUE,TRUE,6,4,5,TRUE,FALSE,0,7.2,229,1782,1959,FALSE,4,6,1,FALSE,1,0,6.8,189,-1782,-1959
TRUE,TRUE,6,6,7,FALSE,FALSE,0,7,228,941,129,FALSE,6,6,4,FALSE,0,0,6.8,176,-941,-129
TRUE,FALSE,9,8,11,TRUE,FALSE,0,7,191,-1346,-1607,TRUE,8,9,7,FALSE,0,0,7.4,212,1346,1607
TRUE,TRUE,9,13,11,FALSE,FALSE,0,6.6,175,-1430,-2349,FALSE,13,9,13,TRUE,0,0,7.2,219,1430,2349
FALSE,FALSE,5,8,2,FALSE,FALSE,0,6.8,225,-1091,-892,TRUE,8,5,6,TRUE,0,0,7.2,208,1091,892
FALSE,FALSE,4,7,6,TRUE,FALSE,0,6.4,170,-2088,-2747,TRUE,7,4,6,FALSE,0,0,7.4,217,2088,2747
FALSE,TRUE,2,3,1,FALSE,FALSE,0,6.8,233,-1045,169,FALSE,3,2,3,FALSE,0,1,7.2,229,1045,-169
TRUE,FALSE,5,5,5,FALSE,FALSE,0,7.2,233,213,-583,TRUE,5,5,2,FALSE,0,0,7,249,-213,583
TRUE,TRUE,12,2,14,FALSE,TRUE,0,7,195,4484,2878,FALSE,2,12,1,FALSE,0,0,6.2,199,-4484,-2878
TRUE,TRUE,7,7,8,FALSE,FALSE,0,6.8,194,-1543,-523,FALSE,7,7,7,FALSE,1,1,7,207,1543,523
FALSE,FALSE,2,5,2,FALSE,FALSE,0,7.2,232,-2599,-818,TRUE,5,2,7,TRUE,0,0,7,271,2599,818
TRUE,TRUE,4,5,4,FALSE,FALSE,0,6.8,215,-338,-9,FALSE,5,4,6,TRUE,0,0,7.2,217,338,9
TRUE,FALSE,6,9,6,TRUE,FALSE,0,6.6,210,-2047,-2330,TRUE,9,6,8,FALSE,1,0,6.8,205,2047,2330
TRUE,FALSE,8,5,13,FALSE,FALSE,0,6.8,227,1192,449,TRUE,5,8,7,FALSE,0,0,6.8,225,-1192,-449
TRUE,FALSE,6,3,4,FALSE,FALSE,0,6.8,236,1167,489,TRUE,3,6,1,TRUE,0,0,6.8,206,-1167,-489
FALSE,FALSE,6,4,8,FALSE,FALSE,0,7,208,1579,1223,TRUE,4,6,3,TRUE,0,0,6.8,228,-1579,-1223
TRUE,TRUE,10,2,6,TRUE,FALSE,0,7.6,234,5271,3997,FALSE,2,10,2,FALSE,0,0,6.6,191,-5271,-3997
TRUE,FALSE,1,7,0,FALSE,FALSE,0,6.8,271,-1607,-1043,TRUE,7,1,10,TRUE,0,0,7,212,1607,1043
TRUE,FALSE,9,6,9,FALSE,FALSE,0,6.8,219,280,-1018,TRUE,6,9,8,FALSE,0,0,7.2,227,-280,1018
FALSE,FALSE,3,8,4,FALSE,FALSE,0,6.8,225,-2811,-2702,TRUE,8,3,11,TRUE,1,0,7.6,247,2811,2702
FALSE,FALSE,5,8,5,FALSE,FALSE,0,7,209,-1025,-1767,TRUE,8,5,4,FALSE,0,0,7.2,245,1025,1767
TRUE,FALSE,5,4,9,TRUE,TRUE,0,7.4,245,409,1681,TRUE,4,5,3,FALSE,0,0,6.8,229,-409,-1681
FALSE,TRUE,3,3,6,TRUE,FALSE,0,6.6,173,-417,-1234,FALSE,3,3,4,FALSE,0,0,6.8,207,417,1234
TRUE,TRUE,10,5,12,FALSE,FALSE,1,7,222,4534,1707,FALSE,5,10,4,TRUE,0,0,6.6,214,-4534,-1707
FALSE,FALSE,5,8,5,FALSE,FALSE,0,7,216,-1437,-1656,TRUE,8,5,4,TRUE,1,0,7.2,227,1437,1656
TRUE,TRUE,7,12,5,TRUE,FALSE,0,6.8,194,-3011,-1199,FALSE,12,7,20,FALSE,0,0,7,222,3011,1199
TRUE,FALSE,8,7,7,FALSE,FALSE,0,7.2,229,653,430,TRUE,7,8,9,TRUE,0,0,7.2,247,-653,-430
FALSE,FALSE,2,2,1,FALSE,FALSE,0,7.4,271,1134,1160,TRUE,2,2,0,TRUE,0,0,7,238,-1134,-1160
TRUE,TRUE,9,7,9,FALSE,FALSE,0,7.2,230,1024,750,FALSE,7,9,5,FALSE,0,0,7.2,226,-1024,-750
FALSE,FALSE,5,7,6,FALSE,FALSE,0,6.8,217,-1708,-677,TRUE,7,5,12,FALSE,0,0,7.2,207,1708,677
TRUE,FALSE,6,6,5,FALSE,FALSE,0,6.8,207,442,541,TRUE,6,6,3,FALSE,0,0,6.8,221,-442,-541
TRUE,FALSE,5,7,2,FALSE,FALSE,0,7,205,-1550,-1018,TRUE,7,5,8,FALSE,0,0,7,211,1550,1018
TRUE,TRUE,13,1,18,FALSE,FALSE,0,7.6,226,4611,3311,FALSE,1,13,1,FALSE,0,0,6.6,213,-4611,-3311
FALSE,TRUE,6,9,8,FALSE,FALSE,0,6.4,202,-2865,-3840,FALSE,9,6,10,TRUE,1,0,7.4,223,2865,3840
FALSE,FALSE,3,7,5,FALSE,FALSE,0,6.6,170,-1563,-1232,TRUE,7,3,3,TRUE,0,0,6.8,201,1563,1232
FALSE,TRUE,2,12,3,FALSE,FALSE,0,6,175,-4394,-3817,FALSE,12,2,11,TRUE,0,0,7,195,4394,3817
TRUE,FALSE,10,6,14,FALSE,FALSE,0,7.2,207,1417,1116,TRUE,6,10,3,TRUE,0,0,7,215,-1417,-1116
FALSE,FALSE,6,8,4,FALSE,FALSE,0,6.8,199,-485,-353,TRUE,8,6,8,TRUE,0,0,6.8,199,485,353
FALSE,TRUE,6,3,6,FALSE,TRUE,0,7.2,252,2234,1606,FALSE,3,6,5,TRUE,0,0,7,226,-2234,-1606
TRUE,TRUE,8,4,12,TRUE,FALSE,0,6.8,199,1896,1069,FALSE,4,8,5,FALSE,0,0,6.6,216,-1896,-1069
FALSE,FALSE,5,6,8,TRUE,TRUE,0,6.8,236,199,403,TRUE,6,5,9,FALSE,0,0,6.6,227,-199,-403
TRUE,TRUE,7,6,8,TRUE,FALSE,0,6.8,246,-1705,-1679,FALSE,6,7,5,FALSE,1,2,7.2,240,1705,1679
FALSE,TRUE,2,5,1,FALSE,TRUE,1,7,236,-675,-1212,FALSE,5,2,6,FALSE,0,0,7.2,234,675,1212
TRUE,FALSE,7,3,8,TRUE,FALSE,0,7,228,1160,1541,TRUE,3,7,6,FALSE,0,0,6.6,244,-1160,-1541
TRUE,TRUE,10,9,10,FALSE,FALSE,0,6.6,176,1287,-749,FALSE,9,10,11,TRUE,0,0,6.6,198,-1287,749
FALSE,TRUE,7,7,7,FALSE,FALSE,0,6.8,194,-2063,-1448,FALSE,7,7,7,FALSE,0,1,7,232,2063,1448
TRUE,FALSE,8,4,11,FALSE,FALSE,0,6.8,222,2559,2593,TRUE,4,8,4,FALSE,0,0,6.2,209,-2559,-2593
TRUE,FALSE,6,4,4,FALSE,FALSE,0,7,252,2346,1424,TRUE,4,6,1,TRUE,0,0,6.4,211,-2346,-1424
FALSE,FALSE,7,7,7,TRUE,FALSE,0,6.6,188,-1151,-1924,TRUE,7,7,14,FALSE,1,0,7,235,1151,1924
TRUE,FALSE,5,9,5,FALSE,FALSE,0,6.4,180,-1729,118,TRUE,9,5,8,FALSE,0,0,6.4,185,1729,-118
FALSE,TRUE,8,6,12,TRUE,FALSE,0,6.4,178,-1441,-2022,FALSE,6,8,10,FALSE,0,0,6.8,240,1441,2022
TRUE,TRUE,5,4,3,TRUE,FALSE,0,7,256,763,1243,FALSE,4,5,3,FALSE,0,0,6.8,218,-763,-1243
TRUE,TRUE,9,4,16,TRUE,FALSE,0,6.8,188,1209,574,FALSE,4,9,5,FALSE,0,0,6.8,231,-1209,-574
FALSE,FALSE,5,3,5,FALSE,FALSE,0,7,225,1706,1154,TRUE,3,5,5,TRUE,0,0,7,219,-1706,-1154
TRUE,TRUE,6,2,4,FALSE,FALSE,0,6.8,234,2097,1569,FALSE,2,6,1,FALSE,0,0,6.6,228,-2097,-1569
TRUE,TRUE,9,3,8,TRUE,FALSE,0,7.4,211,2201,1421,FALSE,3,9,3,FALSE,0,0,7,227,-2201,-1421
FALSE,TRUE,11,12,9,FALSE,FALSE,0,7,175,-2425,-1827,FALSE,12,11,12,TRUE,1,1,7.4,197,2425,1827
FALSE,TRUE,10,6,9,FALSE,FALSE,0,7.4,243,2376,1325,FALSE,6,10,5,FALSE,0,0,7.2,215,-2376,-1325
