blueWins,blueFirstBlood,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueGoldDiff,blueCSPerMin,redFirstBlood,redEliteMonsters,redDragons,redTotalGold,redTotalExperience,redGoldDiff,redCSPerMin
FALSE,FALSE,0,FALSE,15731,17150,-1057,25.1,TRUE,1,TRUE,16788,18948,1057,22
TRUE,TRUE,0,FALSE,17371,18243,-50,22.7,FALSE,1,TRUE,17421,17680,50,22.2
FALSE,TRUE,0,FALSE,15631,15075,-2084,19.9,FALSE,2,TRUE,17715,17100,2084,16.5
TRUE,FALSE,0,FALSE,16935,18740,469,21,TRUE,0,FALSE,16466,17412,-469,21.2
TRUE,FALSE,0,FALSE,16639,18068,-293,21.4,TRUE,1,TRUE,16932,18886,293,23.2
TRUE,FALSE,0,FALSE,16738,19318,1031,21.9,TRUE,1,TRUE,15707,17409,-1031,21.8
FALSE,TRUE,0,FALSE,15419,18138,-726,25.1,FALSE,2,TRUE,16145,19306,726,23.6
TRUE,FALSE,2,TRUE,14752,16831,-2511,20.9,TRUE,0,FALSE,17263,18925,2511,24.2
FALSE,TRUE,0,FALSE,16508,18227,489,20.4,FALSE,1,FALSE,16019,19390,-489,23.5
FALSE,FALSE,0,FALSE,16544,16885,-999,22.3,TRUE,1,TRUE,17543,17840,999,22.1
TRUE,FALSE,0,FALSE,15597,18695,-1366,23.8,TRUE,1,TRUE,16963,18937,1366,26.6
FALSE,TRUE,1,TRUE,18022,18610,2958,24.2,FALSE,0,FALSE,15064,17627,-2958,22.6
FALSE,TRUE,1,TRUE,15714,17362,-3095,20.8,FALSE,0,FALSE,18809,19562,3095,24.4
FALSE,FALSE,0,FALSE,16219,17966,709,19.7,TRUE,1,TRUE,15510,16517,-709,19.9
FALSE,FALSE,0,FALSE,16956,17632,-540,21.9,TRUE,0,FALSE,17496,17394,540,20.5
TRUE,TRUE,1,TRUE,19280,20813,5041,25.2,FALSE,0,FALSE,14239,16817,-5041,21.5
TRUE,FALSE,0,FALSE,19540,18969,1714,24.7,TRUE,1,FALSE,17826,17482,-1714,21.1
TRUE,FALSE,0,FALSE,16038,19227,-844,22.8,TRUE,1,TRUE,16882,19088,844,22.6
TRUE,TRUE,1,TRUE,16594,20008,1737,22.7,FALSE,0,FALSE,14857,18443,-1737,21.7
TRUE,FALSE,0,FALSE,16040,17545,109,21.4,TRUE,1,TRUE,15931,17479,-109,22.1
TRUE,TRUE,1,TRUE,16282,16565,686,21.1,FALSE,1,FALSE,15596,16654,-686,18
FALSE,FALSE,0,FALSE,15527,17554,-1537,20.2,TRUE,2,TRUE,17064,17461,1537,21.6
FALSE,FALSE,0,FALSE,15933,16916,-1790,22.1,TRUE,1,TRUE,17723,18896,1790,22.3
FALSE,FALSE,0,FALSE,17070,17907,1044,20.8,TRUE,0,FALSE,16026,17245,-1044,20.8
FALSE,FALSE,0,FALSE,15084,19173,-1302,22.4,TRUE,1,TRUE,16386,18165,1302,22.6
FALSE,FALSE,0,FALSE,16600,18932,1627,19.2,TRUE,1,TRUE,14973,17209,-1627,19.4
TRUE,FALSE,0,FALSE,15982,18257,-2221,18.6,TRUE,0,FALSE,18203,18622,2221,21.9
TRUE,FALSE,0,FALSE,16355,17606,-1874,22.1,TRUE,1,FALSE,18229,18608,1874,20.5
TRUE,TRUE,0,FALSE,17040,17805,-545,21.5,FALSE,1,TRUE,17585,18907,545,21.4
TRUE,TRUE,1,TRUE,16737,17593,2423,24.3,FALSE,1,FALSE,14314,17298,-2423,23.2
FALSE,FALSE,1,TRUE,17090,18662,-2001,22.2,TRUE,0,FALSE,19091,19799,2001,21.7
FALSE,TRUE,0,FALSE,14689,14871,-7206,16.8,FALSE,1,TRUE,21895,20917,7206,27.9
TRUE,TRUE,0,FALSE,16135,17313,494,19.6,FALSE,0,FALSE,15641,18651,-494,21.4
FALSE,FALSE,1,FALSE,16500,18497,496,20.2,TRUE,1,TRUE,16004,16967,-496,22.2
FALSE,TRUE,0,FALSE,17318,18742,568,23.7,FALSE,2,TRUE,16750,18947,-568,20.2
TRUE,TRUE,0,FALSE,18202,18332,3424,23.2,FALSE,1,TRUE,14778,16708,-3424,22.8
FALSE,FALSE,1,TRUE,17208,19055,549,26,TRUE,0,FALSE,16659,18626,-549,25.8
FALSE,FALSE,1,TRUE,16496,18200,1506,25.1,TRUE,1,FALSE,14990,18369,-1506,22.4
TRUE,TRUE,0,FALSE,17915,19494,2833,22.2,FALSE,0,FALSE,15082,16319,-2833,20.6
FALSE,FALSE,0,FALSE,18917,18476,773,21,TRUE,1,TRUE,18144,17351,-773,20.7
FALSE,FALSE,1,TRUE,16484,16372,-2146,17.6,TRUE,0,FALSE,18630,19617,2146,20.4
FALSE,TRUE,1,TRUE,19402,18727,2399,21.3,FALSE,0,FALSE,17003,17008,-2399,21.2
FALSE,TRUE,2,TRUE,15869,18711,453,24.9,FALSE,0,FALSE,15416,18635,-453,26.5
TRUE,TRUE,1,FALSE,17338,19907,2533,25.6,FALSE,0,FALSE,14805,18339,-2533,24.2
TRUE,TRUE,0,FALSE,18849,19281,5077,23.1,FALSE,0,FALSE,13772,16030,-5077,22.4
FALSE,FALSE,0,FALSE,15250,15780,-4699,18.3,TRUE,1,TRUE,19949,20360,4699,23.7
FALSE,FALSE,0,FALSE,15210,16010,-2161,20.7,TRUE,2,TRUE,17371,19232,2161,21.4
TRUE,FALSE,0,FALSE,16692,17643,-795,18.1,TRUE,0,FALSE,17487,17760,795,22.2
TRUE,TRUE,0,FALSE,16621,18305,875,25.5,FALSE,0,FALSE,15746,18696,-875,23.8
FALSE,FALSE,1,TRUE,15698,18184,-1556,22.6,TRUE,0,FALSE,17254,19071,1556,23.7
FALSE,FALSE,1,FALSE,14593,16673,-4019,19.9,TRUE,1,TRUE,18612,18681,4019,23.2
TRUE,TRUE,0,FALSE,16712,16923,-609,22.1,FALSE,1,TRUE,17321,18037,609,22.9
FALSE,FALSE,0,FALSE,16837,17911,-2152,19.1,TRUE,2,TRUE,18989,19952,2152,23.7
FALSE,FALSE,1,TRUE,15514,18547,-1509,20,TRUE,0,FALSE,17023,18905,1509,25.9
TRUE,TRUE,0,FALSE,17236,19937,-308,23.5,FALSE,1,TRUE,17544,18198,308,22
FALSE,FALSE,0,FALSE,16204,17704,-4473,18.2,TRUE,1,TRUE,20677,20744,4473,23.7
TRUE,TRUE,0,FALSE,18422,18184,2991,21.9,FALSE,0,FALSE,15431,16827,-2991,20
FALSE,FALSE,0,FALSE,15356,16700,-2416,20.7,TRUE,0,FALSE,17772,19917,2416,23.9
FALSE,TRUE,0,FALSE,14848,17467,-132,20.5,FALSE,1,TRUE,14980,17348,132,21.3
TRUE,FALSE,0,FALSE,15688,18341,91,23.7,TRUE,0,FALSE,15597,17750,-91,23.9
TRUE,TRUE,0,FALSE,14926,19450,-842,20.3,FALSE,1,FALSE,15768,17418,842,24.3
FALSE,FALSE,0,FALSE,16190,16496,-2302,20.7,TRUE,0,FALSE,18492,17493,2302,17.3
TRUE,TRUE,1,TRUE,16318,18426,2463,22.6,FALSE,0,FALSE,13855,17036,-2463,20
FALSE,FALSE,0,FALSE,15376,16758,-4264,19.6,TRUE,2,TRUE,19640,20690,4264,26.2
FALSE,FALSE,0,FALSE,14666,16186,-3480,23.3,TRUE,1,TRUE,18146,17554,3480,19.3
TRUE,FALSE,1,TRUE,16301,18968,-1207,23.5,TRUE,0,FALSE,17508,18362,1207,23
FALSE,FALSE,0,FALSE,15124,17488,-4664,21.3,TRUE,2,TRUE,19788,20195,4664,24.9
TRUE,TRUE,2,TRUE,19031,20293,4888,21.2,FALSE,0,FALSE,14143,16540,-4888,18.2
TRUE,TRUE,0,FALSE,18581,19012,1433,23.9,FALSE,1,TRUE,17148,18504,-1433,21.8
FALSE,FALSE,2,TRUE,17144,18638,1713,23,TRUE,0,FALSE,15431,16965,-1713,21.6
FALSE,FALSE,2,TRUE,18368,19062,-328,20.4,TRUE,0,FALSE,18696,18925,328,23
TRUE,FALSE,1,TRUE,16844,18805,2726,24.3,TRUE,0,FALSE,14118,16815,-2726,21
FALSE,FALSE,0,FALSE,16707,16612,-648,20.4,TRUE,1,TRUE,17355,18034,648,19.3
TRUE,FALSE,2,TRUE,17868,17858,-286,17.7,TRUE,0,FALSE,18154,18774,286,24.7
TRUE,TRUE,0,FALSE,20043,21800,5300,26.4,FALSE,1,FALSE,14743,16987,-5300,23
FALSE,TRUE,0,FALSE,14852,16246,-4835,19.4,FALSE,1,TRUE,19687,19901,4835,19.5
FALSE,TRUE,0,FALSE,16302,15434,-592,18.3,FALSE,0,FALSE,16894,17872,592,21.6
TRUE,TRUE,0,FALSE,23359,20348,7776,23.7,FALSE,0,FALSE,15583,13645,-7776,13.4
TRUE,FALSE,1,TRUE,18352,18953,1909,24.2,TRUE,0,FALSE,16443,17854,-1909,22.5
TRUE,TRUE,1,FALSE,16873,17662,1942,24,FALSE,0,FALSE,14931,17212,-1942,16.8
FALSE,FALSE,0,FALSE,16949,18440,16,23.6,TRUE,2,TRUE,16933,17880,-16,23.2
TRUE,FALSE,0,FALSE,16344,19207,-860,23,TRUE,1,TRUE,17204,18258,860,20.2
FALSE,FALSE,0,FALSE,15268,17072,-2308,21.1,TRUE,1,TRUE,17576,19018,2308,26.3
TRUE,FALSE,1,FALSE,16463,16544,-460,18.6,TRUE,0,FALSE,16923,17733,460,23.8
TRUE,FALSE,0,FALSE,17049,17357,799,22.1,TRUE,1,FALSE,16250,16917,-799,21.5
TRUE,TRUE,1,TRUE,15811,18673,886,24.2,FALSE,0,FALSE,14925,18318,-886,23.6
FALSE,FALSE,0,FALSE,14109,16353,-3300,20.5,TRUE,0,FALSE,17409,19671,3300,23.1
FALSE,FALSE,0,FALSE,12292,13648,-9341,15.2,TRUE,1,FALSE,21633,19965,9341,23.9
TRUE,TRUE,1,TRUE,18487,18183,3851,21.1,FALSE,0,FALSE,14636,16609,-3851,21.1
FALSE,FALSE,1,TRUE,16860,18713,-147,19.8,TRUE,0,FALSE,17007,18692,147,25.7
TRUE,TRUE,1,FALSE,17798,19047,1698,22.2,FALSE,0,FALSE,16100,17876,-1698,24.1
FALSE,FALSE,0,FALSE,15789,17312,-966,23,TRUE,1,TRUE,16755,18213,966,23.1
FALSE,FALSE,1,TRUE,19609,17551,3454,20.7,TRUE,0,FALSE,16155,17376,-3454,20.1
FALSE,FALSE,1,FALSE,14853,16170,-2673,17.4,TRUE,1,TRUE,17526,18037,2673,24.6
FALSE,FALSE,0,FALSE,15369,17785,-482,22.1,TRUE,1,TRUE,15851,18134,482,25.7
TRUE,TRUE,0,FALSE,17053,18362,-298,21.9,FALSE,1,TRUE,17351,18362,298,21.3
TRUE,TRUE,1,TRUE,17307,16527,-224,16.1,FALSE,0,FALSE,17531,17292,224,21
FALSE,TRUE,0,FALSE,14881,15603,-1683,19.5,FALSE,1,TRUE,16564,15980,1683,18.5
TRUE,FALSE,0,FALSE,17928,20419,2514,25,TRUE,0,FALSE,15414,17495,-2514,18
FALSE,FALSE,1,TRUE,14876,17630,81,22.1,TRUE,1,FALSE,14795,17180,-81,21.8
TRUE,FALSE,1,TRUE,15356,18787,420,21.2,TRUE,0,FALSE,14936,18266,-420,23
TRUE,FALSE,1,FALSE,16122,18226,-1167,16.8,TRUE,0,FALSE,17289,17967,1167,21
TRUE,FALSE,1,FALSE,15426,17981,-99,21.1,TRUE,1,TRUE,15525,17830,99,23
TRUE,TRUE,0,FALSE,16448,19097,387,21.6,FALSE,0,FALSE,16061,17316,-387,21
FALSE,FALSE,0,FALSE,14182,16753,-1700,22,TRUE,0,FALSE,15882,17806,1700,22.3
TRUE,FALSE,1,FALSE,15891,19024,-820,20,TRUE,1,TRUE,16711,19322,820,21.4
TRUE,FALSE,1,FALSE,15858,16120,-3945,21.9,TRUE,1,TRUE,19803,17878,3945,19.6
FALSE,FALSE,1,FALSE,14949,16818,-3238,18,TRUE,1,TRUE,18187,17948,3238,25.9
FALSE,TRUE,1,TRUE,14377,17055,-2511,21,FALSE,0,FALSE,16888,19402,2511,24.9
FALSE,TRUE,1,TRUE,15946,18587,1433,22.3,FALSE,0,FALSE,14513,17309,-1433,18.3
FALSE,TRUE,0,FALSE,15584,17939,-1037,23.4,FALSE,0,FALSE,16621,18996,1037,22.2
TRUE,FALSE,1,TRUE,15800,18316,1344,24.4,TRUE,0,FALSE,14456,16688,-1344,21
FALSE,FALSE,2,TRUE,16210,18620,-245,23.1,TRUE,0,FALSE,16455,18290,245,22
TRUE,TRUE,1,TRUE,20587,19713,5920,22.9,FALSE,0,FALSE,14667,17010,-5920,16.8
TRUE,TRUE,1,TRUE,15735,18331,539,23.3,FALSE,0,FALSE,15196,17557,-539,22
FALSE,TRUE,0,FALSE,17378,18525,708,24.2,FALSE,0,FALSE,16670,18223,-708,23.5
FALSE,FALSE,0,FALSE,17993,16834,2876,22.2,TRUE,0,FALSE,15117,14029,-2876,18
TRUE,TRUE,0,FALSE,16072,16945,-184,23.6,FALSE,0,FALSE,16256,16537,184,19.5
FALSE,FALSE,1,TRUE,15557,18380,-101,25.1,TRUE,0,FALSE,15658,18760,101,21
FALSE,FALSE,0,FALSE,14467,16331,-5563,20.9,TRUE,2,TRUE,20030,21029,5563,23.5
TRUE,TRUE,1,TRUE,16096,15907,-447,19.7,FALSE,0,FALSE,16543,18034,447,19.3
TRUE,TRUE,1,TRUE,16351,17063,1487,17.1,FALSE,0,FALSE,14864,15920,-1487,22.4
TRUE,FALSE,1,TRUE,16538,18735,1126,22.7,TRUE,1,FALSE,15412,17857,-1126,22.5
TRUE,FALSE,0,FALSE,16337,19371,1795,25.9,TRUE,0,FALSE,14542,17438,-1795,23.8
TRUE,TRUE,1,TRUE,17519,17753,4216,20.9,FALSE,0,FALSE,13303,15612,-4216,19.7
FALSE,TRUE,1,TRUE,14305,17323,-1517,21.4,FALSE,1,FALSE,15822,18295,1517,22.5
FALSE,FALSE,0,FALSE,18279,18909,1236,17.4,TRUE,2,TRUE,17043,18760,-1236,22.4
TRUE,TRUE,2,TRUE,17808,18545,2489,24.6,FALSE,0,FALSE,15319,17072,-2489,19.1
FALSE,TRUE,1,FALSE,17360,19151,1259,25,FALSE,1,TRUE,16101,17870,-1259,20.1
TRUE,TRUE,1,FALSE,18849,19086,3281,22,FALSE,1,TRUE,15568,17339,-3281,20.2
FALSE,FALSE,0,FALSE,15641,17857,-1136,24.4,TRUE,1,TRUE,16777,19092,1136,23.4
FALSE,FALSE,0,FALSE,13408,15571,-5838,18.5,TRUE,1,TRUE,19246,19672,5838,25.5
TRUE,TRUE,0,FALSE,19366,18628,1973,22.9,FALSE,1,TRUE,17393,17167,-1973,16.4
FALSE,TRUE,1,TRUE,16646,16213,592,20.4,FALSE,0,FALSE,16054,17088,-592,20.4
FALSE,TRUE,1,TRUE,15009,17067,-2492,20.7,FALSE,0,FALSE,17501,18593,2492,20.4
FALSE,TRUE,1,TRUE,15921,17353,-1490,21,FALSE,0,FALSE,17411,18977,1490,21.5
TRUE,TRUE,1,TRUE,18012,16748,2957,21,FALSE,0,FALSE,15055,14199,-2957,17.7
FALSE,FALSE,1,TRUE,15224,16423,-4927,20.3,TRUE,0,FALSE,20151,21639,4927,23.1
FALSE,FALSE,0,FALSE,15484,16418,-4879,16.5,TRUE,1,TRUE,20363,19883,4879,25
TRUE,TRUE,2,TRUE,15550,18425,-424,24.9,FALSE,0,FALSE,15974,19500,424,24.5
FALSE,TRUE,0,FALSE,15895,17705,-1018,22.5,FALSE,1,TRUE,16913,19236,1018,23.2
TRUE,TRUE,1,FALSE,16776,18113,907,20.7,FALSE,1,TRUE,15869,18199,-907,22.8
FALSE,FALSE,0,FALSE,13444,16544,-3445,19.7,TRUE,0,FALSE,16889,18559,3445,24.6
TRUE,FALSE,0,FALSE,17971,18271,152,16.2,TRUE,0,FALSE,17819,18757,-152,19.2
FALSE,FALSE,0,FALSE,12959,15381,-4456,17.2,TRUE,0,FALSE,17415,17717,4456,19.6
TRUE,TRUE,0,FALSE,17225,17613,69,21.7,FALSE,0,FALSE,17156,17845,-69,21
FALSE,TRUE,0,FALSE,17848,19890,868,21.2,FALSE,1,TRUE,16980,18162,-868,21.6
FALSE,FALSE,1,FALSE,15448,18033,209,21.5,TRUE,0,FALSE,15239,17010,-209,22.4
FALSE,TRUE,1,TRUE,15425,17540,-1611,20.8,FALSE,0,FALSE,17036,19471,1611,24.6
TRUE,TRUE,1,TRUE,15717,17819,385,21.1,FALSE,0,FALSE,15332,17890,-385,23.1
FALSE,FALSE,0,FALSE,14589,15373,-3750,19.5,TRUE,1,TRUE,18339,20334,3750,22.9
TRUE,TRUE,0,FALSE,15463,18378,25,21.5,FALSE,0,FALSE,15438,18051,-25,21.5
FALSE,FALSE,1,TRUE,16019,16667,-388,17.4,TRUE,0,FALSE,16407,17286,388,20.7
TRUE,TRUE,0,FALSE,17634,17330,1930,21.9,FALSE,0,FALSE,15704,16905,-1930,22.6
FALSE,TRUE,0,FALSE,16017,15395,517,15.7,FALSE,0,FALSE,15500,15988,-517,17
TRUE,TRUE,2,TRUE,17259,19074,-214,23.6,FALSE,0,FALSE,17473,18070,214,22.5
TRUE,FALSE,1,TRUE,16226,18917,2229,25,TRUE,0,FALSE,13997,16066,-2229,19.7
FALSE,TRUE,2,TRUE,17816,18684,1953,20.2,FALSE,0,FALSE,15863,17190,-1953,22.4
FALSE,FALSE,0,FALSE,15532,18026,-781,21,TRUE,2,TRUE,16313,19322,781,22
TRUE,FALSE,0,FALSE,16946,17971,380,21.7,TRUE,2,TRUE,16566,16221,-380,23
FALSE,FALSE,0,FALSE,16019,18530,-758,22.2,TRUE,0,FALSE,16777,17797,758,21.5
TRUE,FALSE,0,FALSE,17938,18237,3072,23.2,TRUE,1,TRUE,14866,16648,-3072,20.7
TRUE,FALSE,1,FALSE,17512,18140,2549,18.6,TRUE,1,TRUE,14963,16871,-2549,17.4
TRUE,TRUE,2,TRUE,16712,17310,2427,20.8,FALSE,0,FALSE,14285,15007,-2427,17.2
FALSE,FALSE,1,FALSE,15913,17592,-844,20.2,TRUE,1,TRUE,16757,18281,844,24.7
FALSE,TRUE,1,TRUE,17108,17877,-1394,21.1,FALSE,0,FALSE,18502,20135,1394,21
TRUE,TRUE,2,TRUE,23349,21214,7128,22.3,FALSE,0,FALSE,16221,15097,-7128,14
FALSE,TRUE,2,TRUE,15548,18820,-826,22.9,FALSE,0,FALSE,16374,18782,826,22.5
FALSE,FALSE,1,TRUE,15950,18633,1233,24.7,TRUE,0,FALSE,14717,18382,-1233,20.4
TRUE,TRUE,1,FALSE,16014,18969,476,22.5,FALSE,0,FALSE,15538,18502,-476,25.7
FALSE,FALSE,1,TRUE,17419,17316,-2587,17.8,TRUE,0,FALSE,20006,18786,2587,21.4
FALSE,TRUE,0,FALSE,19979,18500,3763,20.7,FALSE,0,FALSE,16216,17626,-3763,19.4
FALSE,FALSE,1,TRUE,14122,15708,-2968,18.8,TRUE,0,FALSE,17090,17867,2968,18.2
TRUE,TRUE,0,FALSE,17447,16191,-384,17.3,FALSE,0,FALSE,17831,17849,384,20.8
FALSE,FALSE,0,FALSE,16122,17858,-1673,19.6,TRUE,0,FALSE,17795,18185,1673,23.1
FALSE,TRUE,0,FALSE,18336,17626,-466,17.9,FALSE,0,FALSE,18802,17652,466,21.1
FALSE,FALSE,0,FALSE,12002,13961,-8461,15.1,TRUE,0,FALSE,20463,21301,8461,23.8
FALSE,TRUE,0,FALSE,14378,16230,-3682,20.9,FALSE,2,TRUE,18060,19829,3682,24.5
FALSE,TRUE,0,FALSE,17691,18548,3544,22.2,FALSE,0,FALSE,14147,16149,-3544,18.4
TRUE,TRUE,0,FALSE,19402,18717,2008,19.5,FALSE,0,FALSE,17394,16151,-2008,18
TRUE,TRUE,0,FALSE,16468,18574,3100,24.9,FALSE,0,FALSE,13368,16921,-3100,19.2
FALSE,FALSE,0,FALSE,14486,15896,-3576,20.7,TRUE,1,FALSE,18062,19412,3576,20.5
TRUE,FALSE,0,FALSE,17652,18869,775,22.5,TRUE,1,FALSE,16877,17167,-775,21
TRUE,TRUE,1,TRUE,15494,15724,1515,16.5,FALSE,0,FALSE,13979,14867,-1515,18.6
FALSE,TRUE,0,FALSE,16270,17661,-82,20,FALSE,1,TRUE,16352,17544,82,22.1
FALSE,TRUE,0,FALSE,15899,17722,-903,23.2,FALSE,1,TRUE,16802,19306,903,24.9
FALSE,FALSE,0,FALSE,14277,17550,-5802,20.1,TRUE,1,TRUE,20079,21109,5802,24
TRUE,FALSE,0,FALSE,17350,18857,1492,20.2,TRUE,1,TRUE,15858,17250,-1492,19.1
TRUE,TRUE,0,FALSE,18315,18534,246,20.9,FALSE,1,TRUE,18069,17268,-246,20.8
TRUE,TRUE,0,FALSE,19570,21203,4826,25.9,FALSE,1,TRUE,14744,16731,-4826,22.9
TRUE,TRUE,0,FALSE,16529,16649,1085,19.8,FALSE,1,TRUE,15444,15874,-1085,17.9
TRUE,TRUE,1,TRUE,18324,18016,2158,20.5,FALSE,0,FALSE,16166,17376,-2158,21.9
TRUE,TRUE,0,FALSE,17263,19913,3181,23.4,FALSE,2,TRUE,14082,16615,-3181,15.9
TRUE,TRUE,1,TRUE,15282,17848,1629,21.1,FALSE,0,FALSE,13653,17171,-1629,24.6
FALSE,FALSE,0,FALSE,15960,18478,782,23.2,TRUE,1,TRUE,15178,16575,-782,21.1
FALSE,TRUE,1,TRUE,15103,17162,-1328,19.8,FALSE,1,FALSE,16431,17479,1328,22.7
TRUE,FALSE,0,FALSE,16060,18431,794,22.8,TRUE,0,FALSE,15266,17854,-794,21.3
FALSE,FALSE,0,FALSE,15463,17772,-2809,16.2,TRUE,1,TRUE,18272,19445,2809,21.9
FALSE,FALSE,0,FALSE,17225,16572,-833,21,TRUE,1,FALSE,18058,18358,833,22
FALSE,FALSE,0,FALSE,14861,16993,-3337,22.5,TRUE,0,FALSE,18198,18694,3337,22.3
TRUE,FALSE,1,TRUE,15966,18955,1532,22.9,TRUE,0,FALSE,14434,17502,-1532,22.9
FALSE,TRUE,0,FALSE,15172,18276,-1066,20.5,FALSE,1,TRUE,16238,18266,1066,24.1
TRUE,FALSE,0,FALSE,15953,17960,-477,26,TRUE,0,FALSE,16430,18473,477,23.4
TRUE,FALSE,0,FALSE,17959,20494,1696,23.9,TRUE,1,TRUE,16263,18228,-1696,22.5
TRUE,TRUE,2,TRUE,17176,18575,2889,20,FALSE,0,FALSE,14287,17360,-2889,21.7
TRUE,TRUE,1,FALSE,17328,18867,2156,23.4,FALSE,0,FALSE,15172,15710,-2156,22.5
FALSE,FALSE,0,FALSE,15144,17995,-1281,23.6,TRUE,0,FALSE,16425,18597,1281,21.9
FALSE,FALSE,1,FALSE,16533,18187,85,21.7,TRUE,0,FALSE,16448,17422,-85,21.4
FALSE,TRUE,0,FALSE,18475,19732,1761,19.6,FALSE,1,TRUE,16714,17837,-1761,19.6
FALSE,FALSE,1,TRUE,15252,18024,-1293,22.4,TRUE,0,FALSE,16545,18404,1293,21.9
TRUE,FALSE,0,FALSE,14621,17862,-3644,17.9,TRUE,1,TRUE,18265,19139,3644,24.3
FALSE,FALSE,0,FALSE,15953,17372,-1095,22.1,TRUE,1,TRUE,17048,17621,1095,21.8
TRUE,TRUE,2,TRUE,16627,18676,2359,22.3,FALSE,0,FALSE,14268,16995,-2359,22.1
TRUE,TRUE,0,FALSE,17240,18845,699,24.8,FALSE,1,TRUE,16541,17901,-699,17.9
FALSE,FALSE,0,FALSE,15796,18152,453,22.1,TRUE,1,TRUE,15343,16726,-453,25.6
TRUE,TRUE,0,FALSE,18330,19257,1769,23.2,FALSE,2,TRUE,16561,18938,-1769,25.1
FALSE,TRUE,1,TRUE,15684,17219,-3240,20.2,FALSE,1,FALSE,18924,19615,3240,25.7
TRUE,TRUE,1,TRUE,17120,18300,1936,23.3,FALSE,0,FALSE,15184,17202,-1936,20.6
TRUE,TRUE,1,TRUE,15261,17058,-393,23.3,FALSE,0,FALSE,15654,18562,393,20.8
FALSE,FALSE,1,FALSE,18053,17357,620,18.9,TRUE,0,FALSE,17433,17018,-620,19.6
FALSE,TRUE,1,FALSE,15417,16990,-691,22.4,FALSE,1,TRUE,16108,17656,691,21.3
TRUE,TRUE,1,TRUE,16523,18718,1357,19.3,FALSE,0,FALSE,15166,18104,-1357,20.8
FALSE,TRUE,1,TRUE,16809,18470,-12,21,FALSE,0,FALSE,16821,18621,12,22.1
FALSE,TRUE,0,FALSE,15627,17457,-2690,19.9,FALSE,2,TRUE,18317,20702,2690,23
FALSE,FALSE,1,FALSE,13793,17022,-2240,22.3,TRUE,1,TRUE,16033,18645,2240,24.7
TRUE,TRUE,0,FALSE,14481,15768,-2765,21.4,FALSE,2,TRUE,17246,18042,2765,22.6
FALSE,TRUE,1,TRUE,16357,17543,-82,19.6,FALSE,0,FALSE,16439,17263,82,24.1
TRUE,FALSE,0,FALSE,18582,19549,2230,22.2,TRUE,1,FALSE,16352,17437,-2230,19.6
FALSE,FALSE,0,FALSE,13943,17418,-1661,23.5,TRUE,0,FALSE,15604,18482,1661,24.1
FALSE,TRUE,0,FALSE,18410,19835,1720,24.1,FALSE,0,FALSE,16690,18471,-1720,21.2
FALSE,FALSE,0,FALSE,16689,18369,211,24,TRUE,0,FALSE,16478,17489,-211,21.4
FALSE,TRUE,0,FALSE,16060,16764,-27,20,FALSE,1,TRUE,16087,18611,27,19.4
FALSE,FALSE,0,FALSE,14035,14801,-5142,18.5,TRUE,1,TRUE,19177,17824,5142,21
TRUE,TRUE,2,TRUE,17757,18305,1818,21.8,FALSE,0,FALSE,15939,16544,-1818,20.4
FALSE,FALSE,0,FALSE,14267,16538,-5571,20.4,TRUE,2,TRUE,19838,20459,5571,26.8
FALSE,FALSE,0,FALSE,15951,16512,-1734,22.3,TRUE,2,TRUE,17685,20208,1734,22.1
FALSE,TRUE,0,FALSE,16688,17926,704,21.6,FALSE,1,TRUE,15984,18049,-704,19
FALSE,FALSE,2,TRUE,14303,15787,-2657,18.7,TRUE,0,FALSE,16960,17882,2657,23.7
TRUE,TRUE,1,TRUE,17396,17804,-377,20.5,FALSE,1,FALSE,17773,16962,377,22.3
TRUE,TRUE,1,FALSE,18159,19769,3037,24.5,FALSE,1,TRUE,15122,17092,-3037,21.3
FALSE,FALSE,1,FALSE,16269,18306,459,20.2,TRUE,1,TRUE,15810,16918,-459,21.2
TRUE,TRUE,1,TRUE,15316,17118,-2986,19.8,FALSE,0,FALSE,18302,20487,2986,24.7
TRUE,TRUE,1,TRUE,16498,17738,1699,23.7,FALSE,0,FALSE,14799,17100,-1699,20.2
TRUE,TRUE,1,TRUE,20603,20443,7873,24.5,FALSE,0,FALSE,12730,15218,-7873,18.8
TRUE,FALSE,1,FALSE,19606,18619,3534,22,TRUE,1,TRUE,16072,16274,-3534,17
TRUE,TRUE,1,FALSE,16940,17305,400,23.4,FALSE,1,TRUE,16540,17518,-400,22.2
TRUE,FALSE,0,FALSE,16814,18612,2247,23.8,TRUE,1,TRUE,14567,17350,-2247,22
TRUE,TRUE,1,FALSE,18146,17263,383,19.9,FALSE,0,FALSE,17763,18918,-383,20.1
FALSE,FALSE,0,FALSE,15242,17856,-774,21.6,TRUE,0,FALSE,16016,17522,774,24.3
FALSE,TRUE,1,TRUE,17454,18029,617,20.4,FALSE,0,FALSE,16837,17901,-617,17.8
FALSE,TRUE,1,TRUE,16053,17817,1614,22.7,FALSE,0,FALSE,14439,16638,-1614,20.6
TRUE,TRUE,0,FALSE,14975,16649,-2206,22.2,FALSE,1,TRUE,17181,19197,2206,21.6
TRUE,TRUE,1,TRUE,16095,18669,-262,24.1,FALSE,0,FALSE,16357,19044,262,25.7
